Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-19 09:15:00+05:30,53.400001525878906,54.79999923706055,53.349998474121094,54.150001525878906,0,0.0,0.0
2024-01-19 10:15:00+05:30,54.20000076293945,54.29999923706055,53.70000076293945,53.900001525878906,167009,0.0,0.0
2024-01-19 11:15:00+05:30,53.900001525878906,53.95000076293945,53.400001525878906,53.45000076293945,150675,0.0,0.0
2024-01-19 12:15:00+05:30,53.45000076293945,53.5,53.150001525878906,53.349998474121094,103639,0.0,0.0
2024-01-19 13:15:00+05:30,53.349998474121094,53.54999923706055,53.0,53.150001525878906,99978,0.0,0.0
2024-01-19 14:15:00+05:30,53.04999923706055,54.400001525878906,53.0,54.04999923706055,242703,0.0,0.0
2024-01-19 15:15:00+05:30,54.04999923706055,54.5,53.95000076293945,54.0,168975,0.0,0.0
2024-01-23 09:15:00+05:30,56.650001525878906,60.75,56.650001525878906,59.150001525878906,2553527,0.0,0.0
2024-01-23 10:15:00+05:30,59.20000076293945,59.650001525878906,58.25,59.25,1752359,0.0,0.0
2024-01-23 11:15:00+05:30,59.29999923706055,60.599998474121094,57.29999923706055,57.95000076293945,2435790,0.0,0.0
2024-01-23 12:15:00+05:30,58.0,58.5,57.599998474121094,57.70000076293945,467062,0.0,0.0
2024-01-23 13:15:00+05:30,57.75,58.0,56.900001525878906,57.150001525878906,571080,0.0,0.0
2024-01-23 14:15:00+05:30,57.150001525878906,57.20000076293945,56.099998474121094,56.25,970948,0.0,0.0
2024-01-23 15:15:00+05:30,56.20000076293945,56.45000076293945,55.79999923706055,56.400001525878906,525097,0.0,0.0
2024-01-24 09:15:00+05:30,56.79999923706055,58.349998474121094,55.099998474121094,57.150001525878906,0,0.0,0.0
2024-01-24 10:15:00+05:30,57.150001525878906,57.900001525878906,57.099998474121094,57.20000076293945,433664,0.0,0.0
2024-01-24 11:15:00+05:30,57.099998474121094,57.349998474121094,56.25,56.5,417047,0.0,0.0
2024-01-24 12:15:00+05:30,56.5,57.400001525878906,56.20000076293945,57.04999923706055,278895,0.0,0.0
2024-01-24 13:15:00+05:30,57.0,57.25,56.849998474121094,57.099998474121094,224068,0.0,0.0
2024-01-24 14:15:00+05:30,57.099998474121094,57.5,56.54999923706055,57.29999923706055,337017,0.0,0.0
2024-01-24 15:15:00+05:30,57.25,57.29999923706055,57.0,57.25,162373,0.0,0.0
2024-01-25 09:15:00+05:30,57.900001525878906,58.45000076293945,57.400001525878906,57.650001525878906,0,0.0,0.0
2024-01-25 10:15:00+05:30,57.599998474121094,57.75,57.150001525878906,57.29999923706055,339164,0.0,0.0
2024-01-25 11:15:00+05:30,57.349998474121094,57.599998474121094,57.04999923706055,57.099998474121094,126852,0.0,0.0
2024-01-25 12:15:00+05:30,57.20000076293945,57.29999923706055,56.95000076293945,57.29999923706055,150947,0.0,0.0
2024-01-25 13:15:00+05:30,57.20000076293945,57.5,57.0,57.29999923706055,95895,0.0,0.0
2024-01-25 14:15:00+05:30,57.25,57.79999923706055,57.25,57.5,214763,0.0,0.0
2024-01-25 15:15:00+05:30,57.5,58.0,57.5,57.75,234260,0.0,0.0
