Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-19 09:15:00+05:30,2748.75,2748.75,2718.449951171875,2725.550048828125,0,0.0,0.0
2024-01-19 10:15:00+05:30,2725.550048828125,2733.89990234375,2721.300048828125,2724.75,653787,0.0,0.0
2024-01-19 11:15:00+05:30,2724.75,2729.800048828125,2718.0,2723.550048828125,522658,0.0,0.0
2024-01-19 12:15:00+05:30,2723.39990234375,2728.800048828125,2720.0,2727.85009765625,491612,0.0,0.0
2024-01-19 13:15:00+05:30,2727.85009765625,2743.0,2725.85009765625,2738.949951171875,807657,0.0,0.0
2024-01-19 14:15:00+05:30,2739.0,2742.0,2732.199951171875,2734.449951171875,1012929,0.0,0.0
2024-01-19 15:15:00+05:30,2734.449951171875,2739.050048828125,2733.75,2736.449951171875,485271,0.0,0.0
2024-01-23 09:15:00+05:30,2739.699951171875,2742.85009765625,2710.0,2712.550048828125,0,0.0,0.0
2024-01-23 10:15:00+05:30,2712.550048828125,2712.64990234375,2671.300048828125,2675.25,1286822,0.0,0.0
2024-01-23 11:15:00+05:30,2675.25,2676.10009765625,2655.25,2658.75,1056043,0.0,0.0
2024-01-23 12:15:00+05:30,2658.449951171875,2665.949951171875,2648.800048828125,2657.5,1269904,0.0,0.0
2024-01-23 13:15:00+05:30,2657.550048828125,2666.449951171875,2655.0,2659.800048828125,1541773,0.0,0.0
2024-01-23 14:15:00+05:30,2660.050048828125,2660.699951171875,2645.10009765625,2659.25,2243354,0.0,0.0
2024-01-23 15:15:00+05:30,2659.25,2666.800048828125,2655.0,2656.75,825941,0.0,0.0
2024-01-24 09:15:00+05:30,2669.60009765625,2669.60009765625,2648.0,2660.10009765625,0,0.0,0.0
2024-01-24 10:15:00+05:30,2660.5,2663.64990234375,2658.0,2661.050048828125,1447749,0.0,0.0
2024-01-24 11:15:00+05:30,2661.10009765625,2665.25,2649.0,2663.949951171875,1248854,0.0,0.0
2024-01-24 12:15:00+05:30,2663.949951171875,2669.39990234375,2655.0,2662.699951171875,1018573,0.0,0.0
2024-01-24 13:15:00+05:30,2662.699951171875,2672.0,2659.0,2667.64990234375,1433480,0.0,0.0
2024-01-24 14:15:00+05:30,2667.949951171875,2687.949951171875,2663.5,2687.949951171875,1771432,0.0,0.0
2024-01-24 15:15:00+05:30,2687.5,2699.0,2687.5,2687.75,527474,0.0,0.0
2024-01-25 09:15:00+05:30,2685.0,2698.39990234375,2677.5,2683.949951171875,0,0.0,0.0
2024-01-25 10:15:00+05:30,2683.10009765625,2685.0,2670.39990234375,2671.199951171875,341934,0.0,0.0
2024-01-25 11:15:00+05:30,2671.25,2695.85009765625,2670.699951171875,2690.0,692287,0.0,0.0
2024-01-25 12:15:00+05:30,2690.75,2692.949951171875,2682.39990234375,2685.199951171875,395451,0.0,0.0
2024-01-25 13:15:00+05:30,2686.0,2708.0,2684.10009765625,2703.10009765625,607877,0.0,0.0
2024-01-25 14:15:00+05:30,2703.35009765625,2709.800048828125,2695.800048828125,2699.85009765625,1766973,0.0,0.0
2024-01-25 15:15:00+05:30,2699.89990234375,2718.25,2699.39990234375,2706.14990234375,1315616,0.0,0.0
