Date,1. open,2. high,3. low,4. close,5. volume
2024-01-20,3945.45,3953.95,3857.0,3860.6001,21266
2024-01-19,3930.0,3963.0,3917.3999,3942.25,562002
2024-01-18,3884.1499,3884.1499,3884.1499,3884.1499,99423
2024-01-17,3835.8501,3910.0,3818.1001,3884.1499,41328
2024-01-16,3902.25,3902.25,3855.25,3861.0,25447
2024-01-15,3952.45,3965.0,3885.0,3902.3999,89116
2024-01-12,3843.95,3905.75,3820.6001,3881.7,1168288
2024-01-11,3723.0,3772.0,3708.0,3736.2,205186
2024-01-10,3690.1499,3730.0,3688.0,3713.7,99268
2024-01-09,3718.8501,3752.1001,3683.1499,3690.1499,87204
2024-01-08,3737.75,3738.1499,3671.05,3677.7,26313
2024-01-05,3671.2,3746.8999,3671.2,3737.75,226503
2024-01-04,3700.0,3719.1499,3651.55,3667.0,113458
2024-01-03,3770.0,3770.0,3688.2,3691.55,101894
2024-01-02,3814.3999,3814.3999,3766.45,3783.25,28298
2024-01-01,3792.0,3831.8999,3772.8,3810.6001,68853
2023-12-29,3797.8501,3822.95,3766.05,3794.95,105711
2023-12-28,3822.1001,3838.25,3793.75,3801.05,29256
2023-12-27,3795.55,3818.0,3768.1001,3810.8,28290
2023-12-26,3780.1001,3833.8501,3780.1001,3794.6001,70216
2023-12-22,3796.3,3845.95,3762.7,3825.3,127163
2023-12-21,3734.3999,3805.0,3734.3999,3789.45,90556
2023-12-20,3821.6001,3898.8501,3768.0,3780.3501,60720
2023-12-19,3841.3999,3852.0,3791.0,3812.1001,54142
2023-12-18,3860.0,3928.95,3831.2,3858.0,73334
2023-12-15,3660.2,3894.05,3660.2,3860.05,272428
2023-12-14,3620.25,3676.3501,3620.25,3666.6001,246373
2023-12-13,3641.0,3650.0,3563.05,3593.75,115769
2023-12-12,3640.0,3699.0,3632.2,3672.05,77392
2023-12-11,3626.3999,3652.7,3623.0,3642.2,22168
2023-12-08,3620.1499,3644.0,3601.1499,3626.3999,274344
2023-12-07,3616.95,3631.0,3592.3501,3616.7,37043
2023-12-06,3530.45,3612.3999,3526.8999,3603.3501,48863
2023-12-05,3537.0,3537.0,3503.0,3529.8999,77724
2023-12-04,3533.05,3545.0,3499.0,3509.6499,48292
2023-12-01,3495.1001,3517.1499,3490.0,3509.6001,441821
2023-11-30,3507.45,3515.0,3481.3,3493.3999,46364
2023-11-29,3475.1499,3517.0,3475.1499,3513.1001,98285
2023-11-28,3453.0,3480.0,3431.6001,3470.45,58924
2023-11-24,3499.0,3504.8999,3452.25,3457.6001,365537
2023-11-23,3539.75,3543.3999,3499.0,3508.95,196038
2023-11-22,3492.05,3532.45,3481.0,3529.8501,114862
2023-11-21,3523.0,3539.3999,3502.0,3510.3,48656
2023-11-20,3493.95,3533.1001,3493.0,3519.3,80442
2023-11-17,3518.95,3524.5,3494.05,3502.6499,271375
2023-11-16,3467.0,3529.0,3415.5,3498.0,169895
2023-11-15,3385.1001,3413.0,3360.0,3399.3,128174
2023-11-13,3350.0,3357.0,3327.0,3331.7,32989
2023-11-10,3343.95,3347.0,3322.3501,3332.8,253510
2023-11-09,3391.0,3392.5,3343.0,3348.25,35061
2023-11-08,3377.95,3402.0,3371.8501,3380.75,68334
2023-11-07,3385.0,3404.55,3366.05,3370.1001,38446
2023-11-06,3364.0,3393.6499,3360.0,3385.3501,14209
2023-11-03,3387.3999,3387.3999,3345.95,3350.8501,124559
2023-11-02,3341.55,3375.0,3341.55,3359.95,39442
2023-11-01,3354.75,3371.8999,3313.0,3332.55,16067
2023-10-31,3386.05,3398.3,3350.55,3368.2,47077
2023-10-30,3354.0,3382.8999,3333.25,3378.95,17188
2023-10-27,3357.8999,3363.05,3338.5,3350.55,342615
2023-10-26,3369.8501,3372.5,3330.3999,3337.75,155481
2023-10-25,3399.95,3425.8999,3377.0,3389.8501,32271
2023-10-23,3475.0,3480.1001,3401.7,3409.0,26553
2023-10-20,3454.7,3500.45,3444.05,3494.25,391507
2023-10-19,3473.95,3478.3501,3451.8501,3454.75,216685
2023-10-18,3507.1001,3523.55,3485.0,3487.1499,35991
2023-10-17,3536.95,3536.95,3503.3501,3506.6499,79395
2023-10-16,3564.95,3574.95,3517.75,3524.1499,41613
2023-10-13,3529.95,3579.2,3525.0,3570.3,326628
2023-10-12,3585.0,3588.75,3539.0,3542.25,205521
2023-10-11,3664.0,3664.0,3606.0,3610.2,530680
2023-10-10,3639.95,3650.0,3601.8999,3629.2,57937
2023-10-09,3654.0,3680.0,3630.0,3637.25,136192
2023-10-06,3590.0,3634.25,3576.95,3620.2,251185
2023-10-05,3557.95,3624.0,3553.6499,3589.1001,64884
2023-10-04,3485.6001,3546.0,3477.0,3536.6499,282695
2023-10-03,3531.05,3534.75,3480.0,3515.25,110749
2023-09-29,3535.0,3568.0,3506.0,3530.75,83502
2023-09-28,3599.95,3602.55,3528.8,3537.25,374575
2023-09-27,3595.95,3613.0,3555.6001,3587.6499,26350
2023-09-26,3577.3999,3593.1001,3536.3501,3583.1499,113520
2023-09-25,3599.8999,3611.0,3560.05,3577.45,84429
2023-09-22,3580.05,3633.05,3564.55,3602.6499,32498
2023-09-21,3590.0,3604.25,3528.1001,3583.95,103196
